DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
21K095,P.S. 095 THE GRAVESEND,8,2022,All Students,80,607.0499878,7,8.75,24,30,26,32.5,23,28.75,49,61.25
21K095,P.S. 095 THE GRAVESEND,3,2019,All Students,132,608.1287842,9,6.818181992,38,28.78787804,61,46.21212006,24,18.18181801,85,64.39393616
21K095,P.S. 095 THE GRAVESEND,5,2019,All Students,139,604.9927979,31,22.30215836,45,32.37409973,34,24.46043205,29,20.86330986,63,45.32374191
21K095,P.S. 095 THE GRAVESEND,7,2019,All Students,49,606.1836548,10,20.40816307,15,30.61224556,12,24.48979568,12,24.48979568,24,48.97959137
21K095,P.S. 095 THE GRAVESEND,All Grades,2019,All Students,542,605.6383667,85,15.68265724,150,27.6752758,171,31.54981613,136,25.09225082,307,56.64206696
21K095,P.S. 095 THE GRAVESEND,4,2018,All Students,145,606.8620605,22,15.17241383,36,24.82758713,42,28.96551704,45,31.03448296,87,60
21K095,P.S. 095 THE GRAVESEND,6,2018,All Students,46,603.8043213,10,21.73913002,13,28.26086998,7,15.21739101,16,34.78260803,23,50
21K095,P.S. 095 THE GRAVESEND,8,2018,All Students,44,602.5,6,13.63636398,13,29.54545403,14,31.81818199,11,25,25,56.81818008
21K095,P.S. 095 THE GRAVESEND,3,2017,All Students,138,320.9855042,20,14.49275398,45,32.60869598,48,34.78260803,25,18.115942,73,52.89855194
21K095,P.S. 095 THE GRAVESEND,5,2017,All Students,118,312.9830627,25,21.18644142,42,35.59321976,30,25.42372894,21,17.79660988,51,43.22034073
21K095,P.S. 095 THE GRAVESEND,7,2017,All Students,44,311.25,5,11.36363602,19,43.18181992,14,31.81818199,6,13.63636398,20,45.45454407
21K095,P.S. 095 THE GRAVESEND,All Grades,2017,All Students,520,313.54422,93,17.88461494,185,35.57692337,147,28.26922989,95,18.26922989,242,46.53845978
21K095,P.S. 095 THE GRAVESEND,4,2016,All Students,118,315.0508423,19,16.10169411,35,29.66101646,39,33.0508461,25,21.18644142,64,54.23728943
21K095,P.S. 095 THE GRAVESEND,6,2016,All Students,42,304.1904907,9,21.4285717,21,50,3,7.142857075,9,21.4285717,12,28.5714283
21K095,P.S. 095 THE GRAVESEND,8,2016,All Students,47,305.8297729,8,17.02127647,16,34.04255295,21,44.68085098,2,4.255319118,23,48.93616867
21K095,P.S. 095 THE GRAVESEND,3,2015,All Students,127,311.2047119,33,25.98425102,40,31.49606323,42,33.07086563,12,9.44881916,54,42.51968384
21K095,P.S. 095 THE GRAVESEND,5,2015,All Students,115,311.7391357,27,23.47826004,37,32.17391205,30,26.08695602,21,18.26086998,51,44.34782791
21K095,P.S. 095 THE GRAVESEND,7,2015,All Students,47,299.9361572,12,25.53191566,22,46.80850983,12,25.53191566,1,2.127659559,13,27.65957451
21K095,P.S. 095 THE GRAVESEND,All Grades,2015,All Students,484,308.3822327,112,23.1404953,179,36.98347092,132,27.27272797,61,12.60330582,193,39.87603378
21K095,P.S. 095 THE GRAVESEND,4,2014,All Students,120,309.9666748,27,22.5,37,30.83333397,34,28.33333397,22,18.33333397,56,46.66666794
21K095,P.S. 095 THE GRAVESEND,6,2014,All Students,49,298.6530762,11,22.44898033,24,48.97959137,11,22.44898033,3,6.122448921,14,28.5714283
21K095,P.S. 095 THE GRAVESEND,8,2014,All Students,59,300.2033997,16,27.11864471,25,42.37288284,16,27.11864471,2,3.389830589,18,30.50847435
21K095,P.S. 095 THE GRAVESEND,3,2013,All Students,124,303.4274292,37,29.83870888,40,32.25806427,45,36.29032135,2,1.612903237,47,37.90322495
21K095,P.S. 095 THE GRAVESEND,5,2013,All Students,96,306.6041565,20,20.83333397,44,45.83333206,18,18.75,14,14.58333302,32,33.33333206
21K095,P.S. 095 THE GRAVESEND,7,2013,All Students,62,294.2096863,18,29.03225899,32,51.61290359,9,14.51612949,3,4.838709831,12,19.35483932
21K095,P.S. 095 THE GRAVESEND,All Grades,2013,All Students,507,300.341217,144,28.40236664,210,41.42012024,116,22.87968445,37,7.297830582,153,30.17751503
21K096,I.S. 096 SETH LOW,7,2023,All Students,216,444.3379517,73,33.79629517,55,25.4629631,52,24.07407379,36,16.66666603,88,40.74074173
21K096,I.S. 096 SETH LOW,All Grades,2023,All Students,656,445.0838318,197,30.03048706,172,26.21951294,172,26.21951294,115,17.53048706,287,43.75
21K096,I.S. 096 SETH LOW,7,2022,All Students,222,600.5630493,57,25.67567635,74,33.33333206,68,30.63063049,23,10.36036015,91,40.99098969
21K096,I.S. 096 SETH LOW,All Grades,2022,All Students,673,599.5587158,156,23.1797924,199,29.5690937,201,29.86627007,117,17.38484383,318,47.25111389
21K096,I.S. 096 SETH LOW,7,2019,All Students,220,595.6227417,85,38.63636398,70,31.81818199,46,20.90909004,19,8.636363983,65,29.54545403
21K096,I.S. 096 SETH LOW,All Grades,2019,All Students,672,596.0357056,206,30.65476227,210,31.25,145,21.57738113,111,16.517856600000002,256,38.09523773
21K096,I.S. 096 SETH LOW,7,2018,All Students,232,596.5775757,73,31.46551704,85,36.63793182,54,23.27586174,20,8.620689392,74,31.89655113
21K096,I.S. 096 SETH LOW,All Grades,2018,All Students,652,597.6043091,183,28.0674839,216,33.12883377,148,22.6993866,105,16.10429382,253,38.80368042
21K096,I.S. 096 SETH LOW,7,2017,All Students,195,301.4512939,54,27.69230843,74,37.94871902,50,25.64102554,17,8.717948914,67,34.35897446
21K096,I.S. 096 SETH LOW,All Grades,2017,All Students,592,296.7685852,195,32.93918991,210,35.47297287,131,22.12837791,56,9.459459305,187,31.58783722
21K096,I.S. 096 SETH LOW,7,2016,All Students,168,294.6369019,62,36.90476227,67,39.88095093,33,19.642856600000002,6,3.571428537,39,23.2142849
21K096,I.S. 096 SETH LOW,All Grades,2016,All Students,513,298.0097351,156,30.40935707,203,39.57115173,116,22.61208534,38,7.407407284,154,30.0194931
21K096,I.S. 096 SETH LOW,7,2015,All Students,166,289.7469788,65,39.15662766,60,36.14457703,37,22.28915596,4,2.409638643,41,24.69879532
21K096,I.S. 096 SETH LOW,All Grades,2015,All Students,537,292.4096985,189,35.19552994,209,38.91992569,113,21.04283142,26,4.841713428,139,25.88454437
21K096,I.S. 096 SETH LOW,7,2014,All Students,207,291.8115845,80,38.64734268,83,40.09661865,37,17.87439537,7,3.38164258,44,21.25603867
21K096,I.S. 096 SETH LOW,All Grades,2014,All Students,597,291.619751,219,36.68341827,248,41.54103851,102,17.08542633,28,4.690117359,130,21.77554512
21K096,I.S. 096 SETH LOW,7,2013,All Students,228,287.578949,100,43.85964966,95,41.66666794,28,12.28070164,5,2.192982435,33,14.47368431
21K096,I.S. 096 SETH LOW,All Grades,2013,All Students,640,288.9937439,254,39.6875,280,43.75,83,12.96875,23,3.59375,106,16.5625
21K097,P.S. 97 THE HIGHLAWN,4,2023,All Students,113,457.3539734,13,11.50442505,21,18.58407021,47,41.59292221,32,28.31858444,79,69.91150665
21K097,P.S. 97 THE HIGHLAWN,All Grades,2023,All Students,320,453.0656128,54,16.875,73,22.8125,120,37.5,73,22.8125,193,60.3125
21K097,P.S. 97 THE HIGHLAWN,4,2022,All Students,101,600.8911133,14,13.8613863,34,33.66336823,29,28.71287155,24,23.76237679,53,52.47524643
21K097,P.S. 97 THE HIGHLAWN,All Grades,2022,All Students,329,604.0394897,47,14.28571415,101,30.69908905,127,38.6018219,54,16.41337395,181,55.01519775
21K097,P.S. 97 THE HIGHLAWN,4,2019,All Students,110,596.6818237,25,22.72727203,30,27.27272797,42,38.18181992,13,11.81818199,55,50
21K097,P.S. 97 THE HIGHLAWN,All Grades,2019,All Students,380,601.0631714,83,21.84210587,102,26.84210587,143,37.63158035,52,13.68421078,195,51.31578827
21K097,P.S. 97 THE HIGHLAWN,4,2018,All Students,133,605.0375977,21,15.78947353,39,29.32330894,30,22.55639076,43,32.33082581,73,54.88721848
21K097,P.S. 97 THE HIGHLAWN,All Grades,2018,All Students,377,601.7347412,83,22.01591492,115,30.50397873,102,27.05570221,77,20.42440224,179,47.48010635
21K097,P.S. 97 THE HIGHLAWN,4,2017,All Students,127,313.0314941,29,22.83464622,32,25.19684982,34,26.77165413,32,25.19684982,66,51.96850204
21K097,P.S. 97 THE HIGHLAWN,All Grades,2017,All Students,395,311.0632935,102,25.82278442,103,26.07594872,111,28.10126495,79,20,190,48.10126495
21K097,P.S. 97 THE HIGHLAWN,4,2016,All Students,135,322.08148189999997,12,8.888889313,44,32.59259415,41,30.37037086,38,28.14814758,79,58.51852036
21K097,P.S. 97 THE HIGHLAWN,All Grades,2016,All Students,389,315.2030945,72,18.50899696,115,29.56298256,127,32.6478157,75,19.28020477,202,51.92802048
21K097,P.S. 97 THE HIGHLAWN,4,2015,All Students,119,311.8823547,23,19.32773018,39,32.77310944,35,29.41176414,22,18.48739433,57,47.89915848
21K097,P.S. 97 THE HIGHLAWN,All Grades,2015,All Students,376,309.3244629,90,23.93617058,121,32.18085098,110,29.2553196,55,14.6276598,165,43.88298035
21K097,P.S. 97 THE HIGHLAWN,4,2014,All Students,120,308.5750122,35,29.16666603,36,30,25,20.83333397,24,20,49,40.83333206
21K097,P.S. 97 THE HIGHLAWN,All Grades,2014,All Students,367,307.9700317,103,28.06539536,108,29.4277935,111,30.24523163,45,12.26158047,156,42.50681305
21K097,P.S. 97 THE HIGHLAWN,4,2013,All Students,123,304.6748047,33,26.8292675,45,36.5853653,26,21.1382122,19,15.44715405,45,36.5853653
21K097,P.S. 97 THE HIGHLAWN,All Grades,2013,All Students,358,310.589386,91,25.4189949,117,32.68156433,101,28.21228981,49,13.68715096,150,41.89944077
21K098,I.S. 98 BAY ACADEMY,7,2023,All Students,378,471.3068848,6,1.587301612,39,10.31746006,126,33.33333206,207,54.76190567,333,88.09523773
21K098,I.S. 98 BAY ACADEMY,All Grades,2023,All Students,1136,471.3010559,24,2.112676144,106,9.330986023,340,29.929576869999998,666,58.62676239,1006,88.55633545
21K098,I.S. 98 BAY ACADEMY,7,2022,All Students,456,626.1820068,6,1.315789461,25,5.482456207,99,21.71052551,326,71.4912262,425,93.20175171
21K098,I.S. 98 BAY ACADEMY,All Grades,2022,All Students,1269,625.2127686,21,1.654846311,63,4.964539051,210,16.54846382,975,76.83215332,1185,93.38061523
21K098,I.S. 98 BAY ACADEMY,7,2019,All Students,500,624.8079834,4,0.8000000119,42,8.399999619,156,31.20000076,298,59.59999847,454,90.80000305
21K098,I.S. 98 BAY ACADEMY,All Grades,2019,All Students,1492,624.0328369,15,1.005361915,87,5.831099033,330,22.11796188,1060,71.045578,1390,93.16353607
21K098,I.S. 98 BAY ACADEMY,7,2018,All Students,462,624.2813721,5,1.082251072,35,7.575757504,156,33.76623535,266,57.57575607,422,91.34198761
21K098,I.S. 98 BAY ACADEMY,All Grades,2018,All Students,1289,624.1668091,10,0.7757951617,72,5.585725307,300,23.27385521,907,70.36462402,1207,93.63848114
21K098,I.S. 98 BAY ACADEMY,7,2017,All Students,492,343.7784424,3,0.6097561121,52,10.5691061,183,37.19512177,254,51.62601471,437,88.82113647
21K098,I.S. 98 BAY ACADEMY,All Grades,2017,All Students,1382,341.034729,16,1.157742381,182,13.16932011,447,32.34442902,737,53.32851028,1184,85.67293549
21K098,I.S. 98 BAY ACADEMY,7,2016,All Students,489,340.5766907,0,0,68,13.90593052,183,37.42331314,238,48.67075729,421,86.09407043
21K098,I.S. 98 BAY ACADEMY,All Grades,2016,All Students,1450,339.2834473,3,0.2068965584,202,13.93103409,519,35.79310226,726,50.06896591,1245,85.86206818
21K098,I.S. 98 BAY ACADEMY,7,2015,All Students,466,329.9806824,7,1.502145886,101,21.6738205,250,53.64806747,108,23.17596626,358,76.82403564
21K098,I.S. 98 BAY ACADEMY,All Grades,2015,All Students,1404,332.7293396,23,1.63817668,255,18.16239357,605,43.09116745,521,37.10826111,1126,80.19943237
21K098,I.S. 98 BAY ACADEMY,7,2014,All Students,449,330.8173828,10,2.227171421,89,19.82182693,234,52.11581421,116,25.83518982,350,77.95100403000001
21K098,I.S. 98 BAY ACADEMY,All Grades,2014,All Students,1332,330.0870972,28,2.102102041,314,23.57357407,572,42.94294357,418,31.38138199,990,74.32432556
21K098,I.S. 98 BAY ACADEMY,7,2013,All Students,413,326.552063,26,6.295399666,114,27.60290527,180,43.58353424,93,22.51815987,273,66.1016922
21K098,I.S. 98 BAY ACADEMY,All Grades,2013,All Students,1273,324.2812195,59,4.634721279,407,31.97171974,506,39.74862671,301,23.6449337,807,63.3935585
21K099,P.S. 099 ISAAC ASIMOV,4,2023,All Students,82,445.3902588,23,28.04878044,30,36.5853653,14,17.07317162,15,18.29268265,29,35.36585236
21K099,P.S. 099 ISAAC ASIMOV,6,2023,All Students,77,438.7402649,28,36.36363602,23,29.87013054,23,29.87013054,3,3.896103859,26,33.76623535
21K099,P.S. 099 ISAAC ASIMOV,8,2023,All Students,89,450.6853943,16,17.97752762,26,29.21348381,27,30.33707809,20,22.47191048,47,52.80899048
21K099,P.S. 099 ISAAC ASIMOV,3,2022,All Students,83,594.8192749,21,25.30120468,35,42.16867447,24,28.91566277,3,3.614457846,27,32.53012085
21K099,P.S. 099 ISAAC ASIMOV,5,2022,All Students,86,601.9767456,23,26.7441864,26,30.2325573,18,20.930233,19,22.0930233,37,43.02325439
21K099,P.S. 099 ISAAC ASIMOV,7,2022,All Students,88,602.5795288,15,17.04545403,38,43.18181992,21,23.86363602,14,15.909091,35,39.77272797
21K099,P.S. 099 ISAAC ASIMOV,All Grades,2022,All Students,487,600.4455566,105,21.56057549,171,35.11293793,109,22.3819294,102,20.9445591,211,43.32648849
21K099,P.S. 099 ISAAC ASIMOV,4,2019,All Students,110,600.345459,19,17.27272797,31,28.18181801,44,40,16,14.54545498,60,54.54545593
21K099,P.S. 099 ISAAC ASIMOV,6,2019,All Students,81,595.8394775,25,30.86419678,20,24.69135857,17,20.98765373,19,23.45679092,36,44.44444275
21K099,P.S. 099 ISAAC ASIMOV,8,2019,All Students,72,593.763916,19,26.38888931,26,36.11111069,19,26.38888931,8,11.11111069,27,37.5
21K099,P.S. 099 ISAAC ASIMOV,3,2018,All Students,118,601.3051147,22,18.64406776,35,29.66101646,52,44.0677948,9,7.627118587,61,51.69491577
21K099,P.S. 099 ISAAC ASIMOV,5,2018,All Students,87,599.9425049,33,37.93103409,19,21.83908081,21,24.13793182,14,16.09195328,35,40.2298851
21K099,P.S. 099 ISAAC ASIMOV,7,2018,All Students,64,594.875,25,39.0625,20,31.25,15,23.4375,4,6.25,19,29.6875
21K099,P.S. 099 ISAAC ASIMOV,All Grades,2018,All Students,538,599.4126587,140,26.02230453,154,28.62453461,160,29.73977661,84,15.61338329,244,45.35316086
21K099,P.S. 099 ISAAC ASIMOV,4,2017,All Students,84,311.5595093,20,23.80952454,28,33.33333206,13,15.47619057,23,27.38095284,36,42.8571434
21K099,P.S. 099 ISAAC ASIMOV,6,2017,All Students,56,282.66070560000003,25,44.6428566,22,39.285713200000004,5,8.928571701,4,7.142857075,9,16.0714283
21K099,P.S. 099 ISAAC ASIMOV,8,2017,All Students,84,305.28570560000003,18,21.4285717,26,30.95238113,31,36.90476227,9,10.71428585,40,47.61904907
21K099,P.S. 099 ISAAC ASIMOV,3,2016,All Students,91,305.7033081,33,36.26373672,22,24.17582512,25,27.47252655,11,12.08791256,36,39.56044006
21K099,P.S. 099 ISAAC ASIMOV,5,2016,All Students,85,301.894104,32,37.64706039,17,20,25,29.41176414,11,12.94117641,36,42.35293961
21K099,P.S. 099 ISAAC ASIMOV,7,2016,All Students,81,301.8765564,19,23.45679092,32,39.50617218,25,30.86419678,5,6.172839642,30,37.0370369
21K099,P.S. 099 ISAAC ASIMOV,All Grades,2016,All Students,500,303.3439941,141,28.20000076,167,33.40000153,142,28.39999962,50,10,192,38.40000153
21K099,P.S. 099 ISAAC ASIMOV,4,2015,All Students,78,307.0769348,20,25.64102554,22,28.20512772,20,25.64102554,16,20.5128212,36,46.15384674
21K099,P.S. 099 ISAAC ASIMOV,6,2015,All Students,75,300.9466553,17,22.66666603,37,49.33333206,14,18.66666603,7,9.333333015,21,28
21K099,P.S. 099 ISAAC ASIMOV,8,2015,All Students,71,300.5211182,17,23.94366264,29,40.84506989,20,28.16901398,5,7.042253494,25,35.21126938
21K099,P.S. 099 ISAAC ASIMOV,3,2014,All Students,75,302.1333313,27,36,16,21.33333397,24,32,8,10.66666698,32,42.66666794
21K099,P.S. 099 ISAAC ASIMOV,5,2014,All Students,77,307.1298828,17,22.07792282,30,38.9610405,20,25.97402573,10,12.98701286,30,38.9610405
21K099,P.S. 099 ISAAC ASIMOV,7,2014,All Students,70,288.5,28,40,30,42.8571434,11,15.71428585,1,1.428571463,12,17.142856600000002
21K099,P.S. 099 ISAAC ASIMOV,All Grades,2014,All Students,499,294.3867798,191,38.27655411,177,35.47094345,88,17.63527107,43,8.61723423,131,26.25250435
21K099,P.S. 099 ISAAC ASIMOV,4,2013,All Students,74,305.3783875,19,25.67567635,26,35.13513565,15,20.27026939,14,18.91891861,29,39.18918991
21K099,P.S. 099 ISAAC ASIMOV,6,2013,All Students,61,286.6065674,27,44.26229477,26,42.62295151,5,8.196721077,3,4.918032646,8,13.11475372
21K099,P.S. 099 ISAAC ASIMOV,8,2013,All Students,85,275.2352905,45,52.94117737,35,41.17647171,5,5.882352829,0,0,5,5.882352829
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,3,2023,All Students,100,456.6900024,12,12,16,16,48,48,24,24,72,72
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,5,2023,All Students,90,455.5666809,12,13.33333302,27,30,27,30,24,26.66666603,51,56.66666794
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,3,2022,All Students,77,610.8181763,2,2.597402573,16,20.77922058,49,63.63636398,10,12.98701286,59,76.62337494
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,5,2022,All Students,93,613.1397705,15,16.12903214,22,23.65591431,14,15.05376339,42,45.16128922,56,60.21505356
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,3,2019,All Students,112,605.4285889,7,6.25,28,25,71,63.3928566,6,5.357142925,77,68.75
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,5,2019,All Students,117,609.8034058,20,17.09401703,27,23.07692337,38,32.47863388,32,27.35042763,70,59.8290596
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,3,2018,All Students,112,608.8214111,9,8.035714149,23,20.5357151,62,55.3571434,18,16.0714283,80,71.42857361
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,5,2018,All Students,100,612.8499756,10,10,24,24,32,32,34,34,66,66
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,3,2017,All Students,121,320.7851257,16,13.22314072,32,26.44628143,61,50.41322327,12,9.917355537,73,60.33057785
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,5,2017,All Students,90,319.6333313,14,15.55555534,18,20,37,41.11111069,21,23.33333397,58,64.44444275
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,3,2016,All Students,107,331.0467224,6,5.607476711,17,15.88785076,75,70.09346008,9,8.411214828,84,78.50466919
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,5,2016,All Students,98,323.7653198,14,14.28571415,23,23.46938705,36,36.73469543,25,25.51020432,61,62.24489975
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,3,2015,All Students,92,319.6847839,12,13.04347801,26,28.26086998,40,43.47826004,14,15.21739101,54,58.69565201
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,5,2015,All Students,107,320.242981,13,12.14953232,30,28.03738403,46,42.99065399,18,16.82242966,64,59.81308365
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,3,2014,All Students,105,325.3904724,11,10.47619057,26,24.76190567,51,48.57143021,17,16.19047546,68,64.76190186
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,5,2014,All Students,97,320.9484558,10,10.30927849,29,29.89690781,41,42.2680397,17,17.525774,58,59.79381561
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,3,2013,All Students,119,319.6722717,22,18.48739433,32,26.89075661,51,42.8571434,14,11.76470566,65,54.62184906
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,5,2013,All Students,114,314.4298096,24,21.05263138,40,35.08771896,32,28.07017517,18,15.78947353,50,43.85964966
21K101,P.S. 101 THE VERRAZANO,3,2023,All Students,148,458.6756897,23,15.5405407,23,15.5405407,49,33.10810852,53,35.81081009,102,68.91892242
21K101,P.S. 101 THE VERRAZANO,5,2023,All Students,130,458.2692261,14,10.76923084,23,17.69230843,58,44.61538315,35,26.92307663,93,71.53845978
21K101,P.S. 101 THE VERRAZANO,3,2022,All Students,120,613,1,0.8333333135,24,20,71,59.16666794,24,20,95,79.16666412
21K101,P.S. 101 THE VERRAZANO,5,2022,All Students,134,613.6790771,13,9.70149231,33,24.62686539,36,26.86567116,52,38.80596924,88,65.67163849
21K101,P.S. 101 THE VERRAZANO,3,2019,All Students,138,615.1884155,13,9.420289993,16,11.594203,71,51.44927597,38,27.53623199,109,78.98550415
21K101,P.S. 101 THE VERRAZANO,5,2019,All Students,148,610.9661865,27,18.24324417,27,18.24324417,45,30.40540504,49,33.10810852,94,63.51351166
21K101,P.S. 101 THE VERRAZANO,3,2018,All Students,144,610.729187,13,9.027777672,26,18.05555534,74,51.38888931,31,21.52777863,105,72.91666412
21K101,P.S. 101 THE VERRAZANO,5,2018,All Students,141,611.6737671,23,16.3120575,24,17.02127647,45,31.9148941,49,34.75177383,94,66.66666412
21K101,P.S. 101 THE VERRAZANO,3,2017,All Students,148,331.5,22,14.8648653,20,13.51351357,69,46.62162018,37,25,106,71.62162018
21K101,P.S. 101 THE VERRAZANO,5,2017,All Students,150,324.019989,24,16,27,18,60,40,39,26,99,66
21K101,P.S. 101 THE VERRAZANO,3,2016,All Students,144,319.4513855,26,18.05555534,34,23.61111069,71,49.30555725,13,9.027777672,84,58.33333206
21K101,P.S. 101 THE VERRAZANO,5,2016,All Students,153,315.0196228,38,24.83660126,28,18.30065346,52,33.98692703,35,22.87581635,87,56.86274338
21K101,P.S. 101 THE VERRAZANO,3,2015,All Students,153,313.653595,31,20.26143837,50,32.67973709,57,37.25490189,15,9.8039217,72,47.05882263
21K101,P.S. 101 THE VERRAZANO,5,2015,All Students,147,305.7823181,36,24.48979568,60,40.81632614,35,23.80952454,16,10.88435364,51,34.69387817
21K101,P.S. 101 THE VERRAZANO,3,2014,All Students,152,308.3552551,41,26.97368431,43,28.28947449,56,36.84210587,12,7.894736767,68,44.73684311
21K101,P.S. 101 THE VERRAZANO,5,2014,All Students,144,311.506958,23,15.97222233,60,41.66666794,47,32.63888931,14,9.722222328,61,42.36111069
21K101,P.S. 101 THE VERRAZANO,3,2013,All Students,144,306.034729,42,29.16666603,37,25.69444466,57,39.58333206,8,5.555555344,65,45.13888931
21K101,P.S. 101 THE VERRAZANO,5,2013,All Students,161,314.801239,26,16.14906883,62,38.50931549,46,28.5714283,27,16.77018547,73,45.34161377
21K121,P.S. 121 NELSON A. ROCKEFELLER,3,2023,All Students,19,452.3684082,2,10.52631569,6,31.57894707,8,42.10526276,3,15.78947353,11,57.89473724
21K121,P.S. 121 NELSON A. ROCKEFELLER,5,2023,All Students,34,448.9705811,4,11.76470566,13,38.23529434,14,41.17647171,3,8.823529243,17,50
21K121,P.S. 121 NELSON A. ROCKEFELLER,7,2023,All Students,25,457.6000061,1,4,5,20,14,56,5,20,19,76
21K121,P.S. 121 NELSON A. ROCKEFELLER,All Grades,2023,All Students,156,455.7884521,11,7.051281929,43,27.56410217,69,44.23077011,33,21.15384674,102,65.38461304
21K121,P.S. 121 NELSON A. ROCKEFELLER,4,2022,All Students,37,597.0540771,4,10.81081104,20,54.05405426,9,24.32432365,4,10.81081104,13,35.13513565
21K121,P.S. 121 NELSON A. ROCKEFELLER,6,2022,All Students,27,608.1481323,4,14.81481457,3,11.11111069,10,37.0370369,10,37.0370369,20,74.07407379
21K121,P.S. 121 NELSON A. ROCKEFELLER,8,2022,All Students,31,609.2903442,0,0,11,35.48387146,15,48.38709641,5,16.12903214,20,64.51612854
21K121,P.S. 121 NELSON A. ROCKEFELLER,3,2019,All Students,28,609.1785889,1,3.571428537,7,25,17,60.714286799999996,3,10.71428585,20,71.42857361
21K121,P.S. 121 NELSON A. ROCKEFELLER,5,2019,All Students,34,607.6176758,7,20.58823586,9,26.47058868,8,23.52941132,10,29.41176414,18,52.94117737
21K121,P.S. 121 NELSON A. ROCKEFELLER,7,2019,All Students,31,605.6774292,5,16.12903214,11,35.48387146,9,29.03225899,6,19.35483932,15,48.38709641
21K121,P.S. 121 NELSON A. ROCKEFELLER,All Grades,2019,All Students,187,606.5026855,23,12.29946518,60,32.08555984,56,29.94652367,48,25.6684494,104,55.61497498
21K121,P.S. 121 NELSON A. ROCKEFELLER,4,2018,All Students,38,607.3947144,2,5.263157845,10,26.31579018,15,39.4736824,11,28.94736862,26,68.42105103
21K121,P.S. 121 NELSON A. ROCKEFELLER,6,2018,All Students,31,598.2903442,7,22.58064461,9,29.03225899,11,35.48387146,4,12.9032259,15,48.38709641
21K121,P.S. 121 NELSON A. ROCKEFELLER,8,2018,All Students,26,605.5769043,3,11.53846169,2,7.692307472,15,57.69230652,6,23.07692337,21,80.7692337
21K121,P.S. 121 NELSON A. ROCKEFELLER,3,2017,All Students,32,312.875,7,21.875,13,40.625,10,31.25,2,6.25,12,37.5
21K121,P.S. 121 NELSON A. ROCKEFELLER,5,2017,All Students,38,301.5263062,11,28.94736862,15,39.4736824,9,23.68420982,3,7.894736767,12,31.57894707
21K121,P.S. 121 NELSON A. ROCKEFELLER,7,2017,All Students,23,322.8260803,1,4.347826004,7,30.43478203,11,47.82608795,4,17.39130402,15,65.21739197
21K121,P.S. 121 NELSON A. ROCKEFELLER,All Grades,2017,All Students,173,310.9537659,33,19.07514381,66,38.15028763,51,29.47976875,23,13.2947979,74,42.77456665
21K121,P.S. 121 NELSON A. ROCKEFELLER,4,2016,All Students,41,308.4634094,5,12.19512177,20,48.78048706,12,29.26829338,4,9.756097794,16,39.02439117
21K121,P.S. 121 NELSON A. ROCKEFELLER,6,2016,All Students,24,321.4166565,0,0,8,33.33333206,13,54.16666794,3,12.5,16,66.66666412
21K121,P.S. 121 NELSON A. ROCKEFELLER,8,2016,All Students,26,317.2692261,3,11.53846169,6,23.07692337,15,57.69230652,2,7.692307472,17,65.38461304
21K121,P.S. 121 NELSON A. ROCKEFELLER,3,2015,All Students,40,299.7000122,15,37.5,14,35,10,25,1,2.5,11,27.5
21K121,P.S. 121 NELSON A. ROCKEFELLER,5,2015,All Students,24,314.4583435,2,8.333333015,10,41.66666794,9,37.5,3,12.5,12,50
21K121,P.S. 121 NELSON A. ROCKEFELLER,7,2015,All Students,28,308.3571472,5,17.857143399999998,11,39.285713200000004,10,35.714286799999996,2,7.142857075,12,42.8571434
21K121,P.S. 121 NELSON A. ROCKEFELLER,All Grades,2015,All Students,192,305.8177185,41,21.35416603,80,41.66666794,50,26.04166603,21,10.9375,71,36.97916794
21K121,P.S. 121 NELSON A. ROCKEFELLER,4,2014,All Students,27,311.7407532,3,11.11111069,13,48.14814758,9,33.33333206,2,7.407407284,11,40.74074173
21K121,P.S. 121 NELSON A. ROCKEFELLER,6,2014,All Students,29,299.5172424,7,24.13793182,12,41.37931061,9,31.03448296,1,3.448275805,10,34.48275757
21K121,P.S. 121 NELSON A. ROCKEFELLER,8,2014,All Students,25,295.8800049,7,28,9,36,8,32,1,4,9,36
21K121,P.S. 121 NELSON A. ROCKEFELLER,3,2013,All Students,28,303.9285583,6,21.4285717,14,50,8,28.5714283,0,0,8,28.5714283
